month,region,product,tg_per_kg
2023-10,Северо-Казахстанская,wheat,96.802
2023-11,Северо-Казахстанская,wheat,98.747
2023-12,Северо-Казахстанская,wheat,91.429
2024-01,Северо-Казахстанская,wheat,88.158
2024-02,Северо-Казахстанская,wheat,95.769
2024-03,Северо-Казахстанская,wheat,93.411
2024-04,Северо-Казахстанская,wheat,93.072
2024-05,Северо-Казахстанская,wheat,99.16
2024-06,Северо-Казахстанская,wheat,99.828
2024-07,Северо-Казахстанская,wheat,92.989
2024-08,Северо-Казахстанская,wheat,88.676
2024-09,Северо-Казахстанская,wheat,80.784
2024-10,Северо-Казахстанская,wheat,82.994
2024-11,Северо-Казахстанская,wheat,65.809
2024-12,Северо-Казахстанская,wheat,67.359
2025-01,Северо-Казахстанская,wheat,62.327
2025-02,Северо-Казахстанская,wheat,65.231
2025-03,Северо-Казахстанская,wheat,73.319
2025-04,Северо-Казахстанская,wheat,72.473
2025-05,Северо-Казахстанская,wheat,79.181
2025-06,Северо-Казахстанская,wheat,85.159
2025-07,Северо-Казахстанская,wheat,86.651
2025-08,Северо-Казахстанская,wheat,83.448
2025-09,Северо-Казахстанская,wheat,84.27
2025-10,Северо-Казахстанская,wheat,73.529
2025-11,Северо-Казахстанская,wheat,74.851
2025-12,Северо-Казахстанская,wheat,75.514
2026-01,Северо-Казахстанская,wheat,76.941
2026-02,Северо-Казахстанская,wheat,76.609
2026-03,Северо-Казахстанская,wheat,81.898
2026-04,Северо-Казахстанская,wheat,81.174
2026-05,Северо-Казахстанская,wheat,85.871
2026-06,Северо-Казахстанская,wheat,88.446
2026-08,Северо-Казахстанская,wheat,84.088
2026-07,СевероКазахстанская,wheat,88.137
2022-10,Туркестанская,wheat,111.92
2022-11,Туркестанская,wheat,115.476
2022-12,Туркестанская,wheat,114.815
2023-07,Туркестанская,wheat,105.05
2023-08,Туркестанская,wheat,80.229
2023-09,Туркестанская,wheat,75.511
2023-10,Туркестанская,wheat,78.842
2024-08,Туркестанская,wheat,69.65
2024-09,Туркестанская,wheat,65.923
2024-10,Туркестанская,wheat,59.246
2024-11,Туркестанская,wheat,59.897
2025-08,Туркестанская,wheat,99.934
2025-09,Туркестанская,wheat,97.005
2025-10,Туркестанская,wheat,97.675
2025-11,Туркестанская,wheat,106.821
2026-08,Туркестанская,wheat,96.986
